"","sampleObjTimeseries.objSampleTimeSeries..i...fcst","sampleObjTimeseries.objSampleTimeSeries..i...lower","sampleObjTimeseries.objSampleTimeSeries..i...upper","sampleObjTimeseries.objSampleTimeSeries..i...CI","V5"
"1",16.2717482433192,15.9745255226823,16.5689709639561,0.297222720636943,16.0734471616
"2",16.2735615373542,15.7213374434643,16.8257856312441,0.552224093889933,16.3303208734
"3",16.3668695855851,15.5908285437481,17.1429106274222,0.776041041837055,16.3303208734
"4",16.6303729067401,15.6506880255649,17.6100577879153,0.97968488117523,16.3303208734
"5",16.7909128174373,15.6175055723555,17.9643200625191,1.17340724508179,16.5529447569
"6",16.7517740381107,15.3900731361049,18.1134749401165,1.36170090200578,16.745885456
"7",16.7730232294307,15.2321277946903,18.3139186641711,1.54089543474036,16.9131007286
"8",16.8154237269261,15.0759845173989,18.5548629364533,1.73943920952721,17.0580206314
"9",16.8410616755468,14.9141301075057,18.7679932435878,1.92693156804107,17.1836178806
"10",16.8098578725762,14.7274691452749,18.8922465998775,2.08238872730132,17.1836178806
"11",16.8773689455687,14.6538120784204,19.1009258127169,2.22355686714825,17.1836178806
"12",16.9635866636389,14.6056828095419,19.3214905177359,2.357903854097,17.4258021631
"13",17.0534712521502,14.5684978932841,19.5384446110164,2.48497335886615,17.6356952081
"14",17.1248809456978,14.5280741627603,19.7216877286352,2.59680678293745,17.8176025137
"15",17.2370582314973,14.5203069624816,19.953809500513,2.71675126901571,17.9752555118
"16",17.204687870334,14.362518913021,20.0468568276469,2.84216895731297,18.1118881103
"17",17.2234374577963,14.2552325165196,20.1916423990731,2.96820494127674,18.1118881103
"18",17.3366834353031,14.2340405699731,20.4393263006331,3.10264286533,18.1118881103
"19",17.4782854848832,14.2405427302681,20.7160282394983,3.23774275461511,18.2303030289
"20",17.5297881493819,14.1630881101435,20.8964881886204,3.36670003923842,18.3329292917
"21",17.4845412617067,13.9943339723579,20.9747485510555,3.49020728934882,18.4218720528
"22",17.4773826625298,13.8568599404765,21.0979053845831,3.62052272205329,18.4218720528
"23",17.474284321133,13.7154508207798,21.2331178214861,3.75883350035313,15.9656224458
"24",17.4304859311831,13.5331139547377,21.3278579076284,3.89737197644535,15.9656224458
"25",17.4372475958819,13.4028575362632,21.4716376555006,4.03439005961869,15.9656224458
"26",17.5397418803389,13.3679273926282,21.7115563680496,4.17181448771069,16.2368727863
"27",17.4858200548682,13.1767691889428,21.7948709207936,4.30905086592538,14.0719564148
"28",17.3544348227829,12.9119058274539,21.7969638181119,4.44252899532897,14.5956955595
"29",17.2407480805872,12.6666299254741,21.8148662357002,4.57411815511306,15.0496028182
"30",17.1812899372452,12.4756333687147,21.8869465057758,4.70565656853057,15.4429891091
"31",17.1569553372114,12.3252805427269,21.9886301316959,4.83167479448451,15.4429891091
"32",17.1324944337211,12.179229536364,22.0857593310783,4.95326489735712,15.4429891091
"33",17.1778496091484,12.1013912652726,22.2543079530241,5.07645834387576,15.7839238946
"34",17.2147049568061,12.0138658637627,22.4155440498494,5.20083909304336,16.0794007086
"35",17.1012634434153,11.7742535802243,22.4282733066062,5.32700986319095,13.9354806142
"36",16.9892812689347,11.5398075258785,22.438755011991,5.44947374305629,12.0774165323
"37",17.0477704466944,11.4816185390121,22.6139223543768,5.56615190768233,12.467094328
"38",17.1000299118149,11.4216643327167,22.7783954909132,5.67836557909826,12.467094328
"39",17.0881474608556,11.3070370176562,22.8692579040549,5.78111044319933,12.467094328
"40",17.0895051861745,11.2094411512919,22.9695692210571,5.88006403488261,12.6714817509
"41",17.1342213953808,11.1573341318381,23.1111086589235,5.97688726354268,12.8486175175
"42",17.0830618928033,11.0102135337701,23.1559102518365,6.07284835903319,12.8486175175
"43",17.0240230441737,10.8518427731267,23.1962033152207,6.172180271047,11.1354685151
"44",17.08412052768,10.812335852038,23.355905203322,6.27178467564202,9.6507393798
"45",17.1181074385304,10.746482648633,23.4897322284277,6.37162478989735,9.6507393798
"46",17.1284695810624,10.6571210650696,23.5998180970551,6.47134851599274,9.6507393798
"47",17.2143461951851,10.6430620875098,23.7856303028604,6.5712841076753,8.3639741291
"48",17.2803232971873,10.6076022265595,23.9530443678152,6.67272107062789,7.2487775786
"49",17.2222090294152,10.4472846888067,23.9971333700237,6.77492434060848,6.2822739014
"50",17.2209160804898,10.344543434196,24.0972887267837,6.87637264629383,5.4446373813
"51",17.3149077324602,10.3380818779905,24.2917335869298,6.97682585446964,4.7186857304
"52",17.395757378419,10.3187156498047,24.4727991070333,7.07704172861431,4.7186857304
"53",17.5254550444109,10.3512642040829,24.699645884739,7.17419084032804,4.7186857304
"54",17.6808911873451,10.4129666617672,24.948815712923,7.2679245255779,4.7186857304
"55",17.7836745845663,10.4258720108204,25.1414771583122,7.3578025737459,4.089527633
"56",17.8323609911525,10.3852464936431,25.2794754886619,7.44711449750944,5.6775906153
"57",17.9166477010482,10.3799905088099,25.4533048932865,7.53665719223831,5.6775906153
"58",18.0653656117099,10.4403670553271,25.6903641680927,7.62499855638284,4.9205785333
"59",18.2146277471413,10.5029409090391,25.9263145852436,7.71168683810226,4.9205785333
"60",18.3440484373106,10.5475717615025,26.1405251131188,7.79647667580813,4.9205785333
"61",18.4486897898761,10.5708729862244,26.3265065935278,7.87781680365168,6.3978347288
"62",18.5196272117789,10.5619487689798,26.477305654578,7.9576784427991,7.6781234316
"63",18.6209852183386,10.5835430136175,26.6584274230597,8.03744220472109,6.6543736408
"64",18.7708697699192,10.6537740068518,26.8879655329867,8.11709576306745,7.9004571553
