"","sampleObjTimeseries.fcst","sampleObjTimeseries.lower","sampleObjTimeseries.upper","sampleObjTimeseries.CI","V5"
"1",11.2088655331014,11.1037079904887,11.3140230757142,0.105157542612764,11.2001342246
"2",11.1938587423117,11.0004012781279,11.3873162064956,0.193457464183869,11.2147829947
"3",11.1664074087633,10.8748000416286,11.458014775898,0.291607367134695,11.2399914159
"4",11.1619544840661,10.7598540330663,11.564054935066,0.402100450999838,11.1892046817
"5",11.134186366927,10.608730677977,11.6596420558769,0.525455688949915,11.1990885019
"6",11.0847267298881,10.4272372704213,11.742216189355,0.657489459466817,11.3083528921
"7",11.0591511948035,10.2657184531092,11.8525839364978,0.793432741694298,11.3749314809
"8",11.0759895311675,10.1398436791438,12.0121353831912,0.936145852023716,11.4171183945
"9",11.0689351208848,9.98559172798554,12.1522785137841,1.08334339289927,11.4253756245
"10",11.036486690412,9.80180368055831,12.2711697002656,1.23468300985367,11.4458212677
"11",11.0103814230541,9.62035632729516,12.400406518813,1.39002509575891,11.3644525061
"12",10.9710412991948,9.42278718418296,12.5192954142066,1.54825411501181,11.4949015736
"13",10.9369519689314,9.23085602050686,12.6430479173559,1.70609594842453,11.5530099353
"14",10.9171128631571,9.0549008915377,12.7793248347765,1.86221197161939,11.6138611358
"15",10.9023680087922,8.88265892165538,12.922077095929,2.01970908713679,11.6868870584
"16",10.8779916692302,8.70090850640294,13.0550748320575,2.17708316282727,11.6676354506
"17",10.8735611747596,8.53842914398506,13.2086932055341,2.33513203077454,11.6871359091
"18",10.8796951629412,8.38630872447396,13.3730816014084,2.49338643846719,11.8029251953
"19",10.8737192717544,8.22347160106268,13.523966942446,2.65024767069167,11.8575437162
"20",10.849065609238,8.0445996280391,13.6535315904368,2.80446598119885,11.827109316
"21",10.8279113189444,7.87125709414478,13.784565543744,2.95665422479959,11.7962220132
"22",10.8277359523931,7.71976691255469,13.9357049922315,3.1079690398384,11.8208469569
"23",10.8320562987424,7.57403625096905,14.0900763465157,3.25802004777331,11.752357961
"24",10.8060923666026,7.39934391144127,14.2128408217638,3.40674845516129,11.7160806032
"25",10.8019661651119,7.24808435017553,14.3558479800483,3.55388181493636,11.6628254117
"26",10.7940523393088,7.09380599586873,14.4942986827489,3.70024634344008,11.6210836107
"27",10.7773351220563,6.93355047083742,14.6211197732753,3.84378465121892,11.624656301
"28",10.7692630942186,6.78545319076354,14.7530729976737,3.98380990345507,11.5860525549
"29",10.7782970076047,6.65530967852771,14.9012843366817,4.12298732907697,11.6088011031
"30",10.7698865863401,6.51088821810163,15.0288849545786,4.25899836823849,11.5740403211
"31",10.7669036449811,6.37541142347356,15.1583958664886,4.39149222150751,11.5504539926
"32",10.781113888354,6.25945248292817,15.3027752937799,4.52166140542586,11.384516917
"33",10.7785253156759,6.12784117737531,15.4292094539764,4.65068413830054,11.3272992768
"34",10.7606332920928,5.98325427865132,15.5380123055344,4.77737901344152,11.3116593733
"35",10.7534356837396,5.85220027845042,15.6546710890287,4.90123540528914,11.3206347047
"36",10.762398667783,5.74073795886113,15.7840593767049,5.02166070892189,11.273115734
"37",10.7558441783674,5.6173817886119,15.8943065681229,5.13846238975552,11.2680165421
"38",10.7393560376766,5.4878904784181,15.9908215969352,5.25146555925853,11.1952439661
"39",10.7312479889213,5.3712791169538,16.0912168608887,5.35996887196747,11.1632114373
"40",10.7206779511781,5.25689555860427,16.1844603437519,5.4637823925738,11.1808573197
"41",10.6998884064703,5.13722062523924,16.2625561877014,5.56266778123109,11.1456660873
"42",10.6848867951351,5.02877987571051,16.3409937145598,5.65610691942464,11.0649994979
"43",10.6741221015039,4.92818574853446,16.4200584544733,5.74593635296944,11.021094803
"44",10.6559365778523,4.82374535076189,16.4881278049426,5.83219122709037,11.0865043848
"45",10.6363126374856,4.7210897588243,16.5515355161469,5.9152228786613,11.1580223187
"46",10.628546923204,4.63405398406411,16.6230398623439,5.99449293913989,11.0800082317
"47",10.6129205381059,4.54182091942162,16.6840201567901,6.07109961868426,11.1205849119
"48",10.5849727648046,4.43992432185042,16.7300212077587,6.14504844295416,11.2019390225
"49",10.5627130803188,4.34629820631106,16.7791279543265,6.21641487400775,11.2489027083
"50",10.5541146042503,4.26883351246203,16.8393956960386,6.28528109178827,11.240125937
"51",10.5395956703385,4.18785622238604,16.891335118291,6.35173944795249,11.2853591454
"52",10.5149924288485,4.09892389445577,16.9310609632412,6.4160685343927,11.2686104046
"53",10.4992922539223,4.02099668087464,16.9775878269699,6.47829557304761,11.2377401285
"54",10.477523455188,3.93866191800021,17.0163849923758,6.53886153718779,11.222874778
"55",10.4437181611349,3.84610775405325,17.0413285682165,6.59761040708165,11.2324470298
"56",10.4183333442525,3.76387911464729,17.0727875738578,6.65445422960525,11.2566022407
"57",10.40186161925,3.69208363703506,17.1116396014649,6.7097779822149,11.2094313436
"58",10.3744143100174,3.61094738752794,17.1378812325068,6.76346692248941,11.21006272
"59",10.3474462593993,3.5318604220044,17.1630320967943,6.81558583739494,11.1694887008
"60",10.3320021778056,3.4658380839123,17.1981662716989,6.86616409389327,11.0894457629
"61",10.311633758172,3.3962694507818,17.2269980655623,6.91536430739024,11.0595937353
"62",10.2783322023548,3.31530548276642,17.2413589219432,6.96302671958841,11.007721978
"63",10.2536290265732,3.24442739639404,17.2628306567524,7.0092016301792,10.8936822799
"64",10.2368666943961,3.18284248333355,17.2908909054587,7.05402421106257,10.7003764944
"65",10.21336355381,3.11575959780173,17.3109675098183,7.09760395600828,10.5749612158
