"","sampleObjTimeseries.objSampleTimeSeries..i...fcst","sampleObjTimeseries.objSampleTimeSeries..i...lower","sampleObjTimeseries.objSampleTimeSeries..i...upper","sampleObjTimeseries.objSampleTimeSeries..i...CI","V5"
"1",19.3633162718792,19.0082419217305,19.7183906220278,0.355074350148661,19.3917544044
"2",19.2892814854421,18.680691066314,19.8978719045703,0.608590419128181,19.4728538171
"3",19.1496522958706,18.3330336162446,19.9662709754965,0.816618679625992,19.4728538171
"4",19.1468788677002,18.1555377254951,20.1382200099053,0.991341142205102,19.4728538171
"5",19.1974454306283,18.0424417379294,20.3524491233271,1.15500369269887,19.6764733082
"6",19.2894830790807,17.9783189042883,20.6006472538731,1.31116417479241,19.8529435338
"7",19.1472820222744,17.6871986045245,20.6073654400243,1.46008341774988,20.0058843959
"8",18.9250472341669,17.2793443065235,20.5707501618103,1.64570292764343,20.1384331431
"9",18.931731296964,17.0768710322712,20.7865915616569,1.85486026469282,20.253308724
"10",18.9492170121821,16.8909675891721,21.0074664351922,2.05824942301007,20.253308724
"11",18.9584237593893,16.7064441949903,21.2104033237883,2.25197956439896,20.253308724
"12",19.03194739339,16.5881110910657,21.4757836957143,2.44383630232433,20.3528675608
"13",19.1650466458467,16.5260981477356,21.8039951439577,2.63894849811104,20.4391518861
"14",19.2428531475533,16.4031720263753,22.0825342687314,2.83968112117808,20.5139316346
"15",19.2095100551704,16.1540012414086,22.2650188689322,3.0555088137618,20.57874075
"16",19.2638208432589,15.9791897512692,22.5484519352485,3.28463109198968,20.63490865
"17",19.2741261876177,15.7658879935243,22.7823643817111,3.50823819409343,20.63490865
"18",19.3345577950276,15.6026666252242,23.066448964831,3.7318911698034,20.63490865
"19",19.3536814071711,15.4015890260306,23.3057737883117,3.95209238114054,20.6835874966
"20",19.3754121662,15.2009352265176,23.5498891058825,4.17447693968244,20.7257758304
"21",19.3785009731942,14.9761113865792,23.7808905598091,4.40238958661493,20.762339053
"22",19.2339886372011,14.5971751081585,23.8708021662436,4.63681352904259,20.762339053
"23",19.2249313870018,14.3478228391728,24.1020399348309,4.87710854782908,20.660693846
"24",19.2832533508802,14.1710594930704,24.39544720869,5.11219385780979,20.660693846
"25",19.3986902933136,14.0521631073014,24.7452174793259,5.34652718601227,20.660693846
"26",19.4230047104308,13.8531165948134,24.9928928260483,5.56988811561744,20.5726013332
"27",19.3319428404682,13.5386450012184,25.1252406797181,5.79329783924988,20.4962544887
"28",19.274064783104,13.2485143132102,25.2996152529978,6.02555046989378,20.4300872236
"29",19.2479051158839,12.9920256655827,25.5037845661851,6.25587945030124,20.3727422604
"30",19.2875969840396,12.8055015095397,25.7696924585395,6.48209547449986,20.4563766257
"31",19.3193133396027,12.6207214013524,26.0179052778529,6.69859193825027,20.4563766257
"32",19.2897879839191,12.3818376708318,26.1977382970064,6.90795031308727,20.4563766257
"33",19.2228056053266,12.1096961938292,26.3359150168239,7.11310941149734,20.5288597423
"34",19.2341037670401,11.9224163703964,26.5457911636837,7.31168739664365,20.5916784433
"35",19.2862501189471,11.7744526985111,26.7980475393831,7.511797420436,20.6461213175
"36",19.1951506097097,11.4865172924683,26.903783926951,7.70863331724136,20.6933051419
"37",19.1516844091333,11.2530598883573,27.0503089299092,7.89862452077597,20.7341977896
"38",19.1113983917529,11.0259799266452,27.1968168568606,8.08541846510769,20.7341977896
"39",19.1176554719476,10.8490073960434,27.3863035478518,8.26864807590421,20.7341977896
"40",19.0424229629885,10.6009467264665,27.4838991995106,8.44147623652207,20.7696380843
"41",18.9869264098883,10.3754675411411,27.5983852786355,8.61145886874719,20.8003530064
"42",18.8624298457045,10.0794785672762,27.6453811241327,8.78295127842823,20.8003530064
"43",18.7299827570265,9.7757827764933,27.6841827375597,8.95419998053321,18.0269726056
"44",18.7014726421097,9.58131877197621,27.8216265122433,9.12015387013353,15.6233762582
"45",18.7195082089608,9.43620341552779,28.0028130023938,9.28330479343301,15.6233762582
"46",18.7388319865928,9.29650060205999,28.1811633711256,9.44233138453279,15.6233762582
"47",18.6448000290275,9.04707233554863,28.2425277225064,9.59772769347886,16.4735927571
"48",18.5491477095643,8.79528226697145,28.3030131521572,9.75386544259286,17.2104470561
"49",18.4790048146891,8.56731831454889,28.3906913148292,9.91168650014017,17.8490541153
"50",18.4177058376112,8.35270377277751,28.4827079024449,10.0650020648337,18.4025135666
"51",18.4002711849599,8.19171922438611,28.6088231455336,10.2085519605738,18.7488450911
"52",18.4143476082383,8.06810853983586,28.7605866766408,10.3462390684025,18.7488450911
"53",18.3792996606788,7.89883749001733,28.8597618313403,10.4804621706615,18.7488450911
"54",18.2886831127907,7.67766245101327,28.8997037745681,10.6110206617774,18.7488450911
"55",18.2245748587262,7.48565785832212,28.9634918591304,10.7389170004041,19.0489990789
"56",18.1836394924483,7.3178519711687,29.049427013728,10.8657875212796,19.3091325351
"57",18.0930989359137,7.10498615351002,29.0812117183174,10.9881127824037,19.3091325351
"58",18.0393693006182,6.9344191148823,29.1443194863542,11.1049501857359,19.5345815304
"59",18.0539400401223,6.83464992748933,29.2732301527552,11.219290112633,19.5345815304
"60",18.0077251535612,6.67772436750866,29.3377259396137,11.3300007860525,19.5345815304
"61",17.8906322243498,6.45375661845913,29.3275078302404,11.4368756058906,19.7299706597
"62",17.7859315639823,6.24427392301687,29.3275892049478,11.5416576409655,17.099307905
"63",17.7299500688832,6.08447678235813,29.3754233554083,11.6454732865251,17.2194001844
"64",17.6885320414674,5.94256649524582,29.4344975876889,11.7459655462216,17.3234801598
