"Date","WS","RT","ARR"
"2008-05-13",4.2587555369,8.9416288709,1184.10026292
"2008-05-14",4.2378844283,8.9494116881,1320.2735612
"2008-05-15",4.229610949,8.9561567964,1406.3304197
"2008-05-16",4.2088924521,8.9620025568,1390.89969708
"2008-05-17",4.2032306013,8.9620025568,1418.9530708
"2008-05-18",4.1846180363,8.9620025568,1263.99932803
"2008-05-19",4.1715578537,8.8337355493,1138.47941762
"2008-05-20",4.169491554,8.8337355493,1185.10882861
"2008-05-21",4.165707495,8.7225708094,1209.53431813
"2008-05-22",4.1708427919,8.6262280348,1182.76974238
"2008-05-23",4.1599591778,8.5427309635,1227.37377673
"2008-05-24",4.1473150481,8.5427309635,1237.52393983
"2008-05-25",4.1434306175,8.5427309635,1105.17408118
"2008-05-26",4.1516398685,8.6037001683,1117.72420369
"2008-05-27",4.1565005844,8.5232068126,1244.48097653
"2008-05-28",4.1630116176,8.4534459042,1286.81684633
"2008-05-29",4.1409508093,8.3929864503,1331.86793349
"2008-05-30",4.1355795903,8.340588257,1348.79220902
"2008-05-31",4.1357986079,8.340588257,1431.53991448
"2008-06-01",4.153819111,8.340588257,1281.95459255
"2008-06-02",4.151087674,8.4285098227,1192.18731355
"2008-06-03",4.1629426508,8.504708513,1314.45567174
"2008-06-04",4.1458465936,8.5707473779,1339.03491551
"2008-06-05",4.1368448256,8.6279810609,1365.72359344
"2008-06-06",4.1174136637,8.6775835861,1392.30711432
"2008-06-07",4.1340600958,8.6775835861,1446.22616574
"2008-06-08",4.1470541032,8.6775835861,1281.68934364
"2008-06-09",4.1617008577,8.7205724413,1160.14409782
"2008-06-10",4.1571777804,8.7578294491,1236.71155145
"2008-06-11",4.1626651875,8.7901188559,1259.77667792
"2008-06-12",4.1523952992,8.8181030084,1239.53978753
"2008-06-13",4.144127208,8.8423559407,1225.02781586
"2008-06-14",4.1313546914,8.8423559407,1290.18410708
"2008-06-15",4.1521123375,8.8423559407,1141.46622613
"2008-06-16",4.1488677295,8.8633751486,1042.29739598
"2008-06-17",4.1603007502,9.0149251288,1170.33774319
"2008-06-18",4.166070174,9.1462684449,1223.18604409
"2008-06-19",4.1801774841,9.1267659856,1260.85457155
"2008-06-20",4.2000753882,9.1098638542,1315.28729534
"2008-06-21",4.1902875587,9.1098638542,1363.3689893
"2008-06-22",4.191767736,9.1098638542,1217.69312406
"2008-06-23",4.1832927217,9.0952153403,1123.89404085
"2008-06-24",4.1846314699,9.0825199616,1276.1748354
"2008-06-25",4.1893790199,9.2048506334,1322.84485735
"2008-06-26",4.2417581136,9.3108705489,1375.5722097
"2008-06-27",4.2384125873,9.4027544757,1395.50924841
"2008-06-28",4.2453544011,9.4027544757,1467.24134862
"2008-06-29",4.2681960365,9.4027544757,1295.11583547
"2008-06-30",4.2841958242,9.4823872123,1163.63372408
"2008-07-01",4.3203434517,9.5514022507,1253.88256087
"2008-07-02",4.3119899658,9.6112152839,1374.12488608
"2008-07-03",4.343650563,9.6630532461,1387.22823461
"2008-07-04",4.3773443768,9.7079794799,1382.53113666
"2008-07-05",4.4149683012,9.7079794799,1340.3669851
"2008-07-06",4.4454169721,9.7079794799,1182.65138709
"2008-07-07",4.4812132277,9.7469155493,1059.48453548
"2008-07-08",4.5169820196,9.7806601427,1207.36659741
"2008-07-09",4.5336921093,9.809905457,1248.81105109
"2008-07-10",4.5803109391,9.8352513961,1244.86291095
"2008-07-11",4.6402972584,9.8572178766,1271.44118949
"2008-07-12",4.691368735,9.8572178766,1287.60903089
"2008-07-13",4.7401121629,9.8572178766,1148.79449344
"2008-07-14",4.7919067317,9.876255493,1075.88856098
"2008-07-15",4.8315841247,9.8927547606,1190.05008618
"2008-07-16",4.8330766118,9.9070541259,1264.56340802
"2008-07-17",4.8941293599,9.9194469091,1318.87495362
"2008-07-18",4.9306898897,9.9301873212,1342.33162647
"2008-07-19",4.9685979044,9.9301873212,1383.71407628
"2008-07-20",4.9996737393,9.9301873212,1364.81886611
"2008-07-21",5.010965104,10.0728290117,1307.12301729
"2008-07-22",5.1221526628,10.1964518102,1402.06661499
"2008-07-23",5.1460023932,10.4369249021,1363.51106632
"2008-07-24",5.2207234417,10.6453349152,1400.21625748
"2008-07-25",5.3390201452,10.8259569265,1529.17408981
"2008-07-26",5.4172285703,10.8259569265,1566.09754451
"2008-07-27",5.5248079708,10.8259569265,1375.36453857
"2008-07-28",5.6629143827,11.1158293363,1229.55593343
"2008-07-29",5.8119616958,11.3670520915,1244.60180897
"2008-07-30",5.8812758939,11.5847784793,1271.08156778
"2008-07-31",5.963368401,11.773474682,1229.93735874
"2008-08-01",6.1682526142,11.9370113911,1200.86571091
"2008-08-02",6.2006633768,11.9370113911,1194.80361612
"2008-08-03",6.2856304821,11.9370113911,1062.80313397
"2008-08-04",6.3475464178,12.0787432056,967.802716107
"2008-08-05",6.4085402288,12.3349107782,1004.08235396
"2008-08-06",6.4525867168,12.6902560078,1015.04470677
"2008-08-07",6.5019949076,12.9982218734,1034.6520792
"2008-08-08",6.5916054632,13.2651256236,1043.75180197
"2008-08-09",6.7031691792,13.2651256236,1218.42489504
"2008-08-10",6.8316355108,13.2651256236,1085.5015757
"2008-08-11",6.903713739,13.4964422071,988.154698942
"2008-08-12",6.9812185738,13.6969165795,1121.42740575
"2008-08-13",6.956222764,13.8706610356,1160.53041832
"2008-08-14",7.0162572597,14.0212395642,1164.77969587
"2008-08-15",7.0878674028,14.0212395642,1044.40906976
"2008-08-16",7.1855456885,14.0212395642,939.234527123
"2008-08-17",7.2792189618,14.0212395642,837.88325684
"2008-08-18",7.3195453224,14.1517409556,753.285489261
"2008-08-19",7.3620059461,14.2648421615,838.94075736
"2008-08-20",7.3813928076,14.3628632067,857.295323045
"2008-08-21",7.4245404333,14.4478147791,873.762613306
"2008-08-22",7.4891471634,14.5214394752,934.047598198
"2008-08-23",7.5028164305,14.5214394752,992.201251772
"2008-08-24",7.5411075731,14.5214394752,865.374418202
"2008-08-25",7.5751821189,14.5852475452,810.417829109
"2008-08-26",7.6096022808,14.6405478725,919.268785228
"2008-08-27",7.5167170384,14.6884748228,986.712947197
"2008-08-28",7.5235992111,14.7300115131,1048.0712209
"2008-08-29",7.547860057,14.766009978,1094.66172478
"2008-08-30",7.544367605,14.766009978,1148.56016148
"2008-08-31",7.5246741465,14.766009978,1014.01880662
"2008-09-01",7.5038533961,14.930541981,921.122965733
"2008-09-02",7.5013025729,14.9398030502,969.239903635
"2008-09-03",7.4795127349,14.8144959768,966.154583151
"2008-09-04",7.482985111,14.8392298466,1009.73397206
"2008-09-05",7.4785870962,14.7273325337,1082.38277579
"2008-09-06",7.4836643723,14.7273325337,1135.10507235
"2008-09-07",7.4620329322,14.7273325337,1010.22439604
"2008-09-08",7.4826507634,14.6303548625,945.341143232
"2008-09-09",7.4748785249,14.5463075475,1103.61565747
"2008-09-10",7.4650799068,14.4734665412,1151.85356981
"2008-09-11",7.4863171158,14.410337669,1159.63309383
"2008-09-12",7.5062611585,14.3556259798,1167.08201465
"2008-09-13",7.5128337447,14.3556259798,1210.83107937
"2008-09-14",7.5444559121,14.3556259798,1085.60026878
"2008-09-15",7.5735711922,14.3082091825,996.37356628
"2008-09-16",7.5841035803,14.4004479582,1043.71042411
"2008-09-17",7.5802231029,14.4803882304,1063.73570089
"2008-09-18",7.5695266892,14.5496697997,1081.38427411
"2008-09-19",7.5465812503,14.4763804931,1076.74637089
"2008-09-20",7.5475499041,14.4763804931,1103.55352144
"2008-09-21",7.5352839909,14.4763804931,971.733051916
"2008-09-22",7.5222461255,14.412863094,885.635311661
"2008-09-23",7.4869722831,14.3578146815,952.577270106
"2008-09-24",7.4503759787,14.4434393906,944.633634092
"2008-09-25",7.4293002072,14.5176474719,990.709149546
"2008-09-26",7.411547359,14.5819611423,1009.74792961
"2008-09-27",7.4122641214,14.5819611423,1116.43487233
"2008-09-28",7.3817400164,14.5819611423,993.350222682
"2008-09-29",7.3816191253,14.6376996566,899.183526325
"2008-09-30",7.3368699086,14.6860063691,995.012389481
"2008-10-01",7.3698650319,14.7278721865,1007.06407088
"2008-10-02",7.4046237684,14.7278721865,881.348861433
"2008-10-03",7.4311554141,14.764155895,798.262346575
"2008-10-04",7.4411918351,14.764155895,819.507367032
"2008-10-05",7.4149588496,14.764155895,722.293051427
"2008-10-06",7.4279167173,14.6622684423,668.667311237
"2008-10-07",7.4526047447,14.5739659834,721.618336406
"2008-10-08",7.4700352232,14.4974371856,733.375891551
"2008-10-09",7.4849396177,14.4974371856,738.139106011
"2008-10-10",7.4806619544,14.4311122275,784.973891876
"2008-10-11",7.4738262191,14.4311122275,861.924039626
"2008-10-12",7.4936123528,14.4311122275,766.827501009
"2008-10-13",7.5030110477,14.3736305972,733.157167541
"2008-10-14",7.4882506003,14.3238131842,967.469545203
"2008-10-15",7.4691134832,14.680638093,1032.30027251
"2008-10-16",7.5139935902,14.8565530139,1076.23356951
"2008-10-17",7.5614611115,15.0090126121,1095.69576024
"2008-10-18",7.6124514818,15.0090126121,1239.70965887
"2008-10-19",7.6532357287,15.0090126121,1089.36170436
"2008-10-20",7.7047017341,15.1411442638,1082.63347711
"2008-10-21",7.7223654345,15.2556583619,966.869013496
"2008-10-22",7.703790784,15.3549039137,946.63314503
"2008-10-23",7.6937297906,15.4409167252,964.922059026
"2008-10-24",7.6954888954,15.5154611618,999.759117822
"2008-10-25",7.6666544786,15.5154611618,1091.61790211
"2008-10-26",7.6716561037,15.5154611618,969.015515164
"2008-10-27",7.6923982528,15.5800663403,905.253446476
"2008-10-28",7.6831525598,15.5800663403,941.832986946
"2008-10-29",7.6353988852,15.6360574949,824.161922019
"2008-10-30",7.6273457005,15.8179164956,730.860332417
"2008-10-31",7.6763292367,15.8421942962,729.612288095
"2008-11-01",7.7483742274,15.8421942962,734.210649682
"2008-11-02",7.7844640129,15.8421942962,657.675896391
"2008-11-03",7.8338317742,15.99656839,603.452443539
"2008-11-04",7.932520871,16.1303592713,766.312117734
"2008-11-05",8.0061106808,16.2463113685,838.857168703
"2008-11-06",8.0515737011,16.346803186,912.649546209
"2008-11-07",8.0873935039,16.4338960946,1011.28294005
"2008-11-08",8.1263243701,16.4338960946,1070.65854804
"2008-11-09",8.150777417,16.4338960946,946.984074969
"2008-11-10",8.1467330207,16.5093766153,869.426198307
"2008-11-11",8.1831002419,16.5747930666,905.062705199
"2008-11-12",8.2158720615,16.898153991,917.867677839
"2008-11-13",8.4360891199,16.898153991,919.025320794
"2008-11-14",8.5687473227,17.1784001256,964.008611355
"2008-11-15",8.6873217538,17.1784001256,1032.23412984
"2008-11-16",8.9118693295,17.1784001256,914.402912529
"2008-11-17",9.0832744065,17.2879467755,842.362524192
"2008-11-18",9.2000600412,17.3828872054,931.287520966
"2008-11-19",9.1680924398,17.4651689114,973.622518171
"2008-11-20",9.1929023367,17.5364797232,961.566182414
"2008-11-21",9.1950832597,17.5982824268,960.050691426
"2008-11-22",9.2598499362,17.5982824268,1004.4972659
"2008-11-23",9.2999334368,17.5982824268,884.217630449
"2008-11-24",9.3753423119,17.6518447699,802.321946389
"2008-11-25",9.4584077814,17.8315988005,863.119020204
"2008-11-26",9.4175089661,17.9873856271,913.52981751
"2008-11-27",9.4636682644,18.1224008769,938.885841842
"2008-11-28",9.5307347181,18.2394140933,967.58106293
"2008-11-29",9.4666367557,18.2394140933,856.756921206
"2008-11-30",9.428862966,18.2394140933,759.282665045
"2008-12-01",9.4009404965,18.6074922142,715.444976372
"2008-12-02",9.3413706525,18.9264932523,819.092312856
"2008-12-03",9.2878949695,19.0696274853,885.026671142
"2008-12-04",9.2707153228,19.1936771539,919.556448323
"2008-12-05",9.2689347613,19.4345202001,844.815588547
"2008-12-06",9.3265953116,19.4345202001,857.16017674
"2008-12-07",9.366012233,19.4345202001,764.485486508
"2008-12-08",9.3690054737,19.6432508401,697.714088307
"2008-12-09",9.5045666487,19.6432508401,831.432209866
"2008-12-10",9.5190688733,19.6908173947,814.801248551
"2008-12-11",9.5464152457,19.7320417421,823.041082077
"2008-12-12",9.6057450648,19.7677695098,811.715604467
"2008-12-13",9.6714576887,19.7677695098,805.366857205
"2008-12-14",9.7464978981,19.7677695098,723.744609577
"2008-12-15",9.8580759561,19.9320669085,682.391994967
"2008-12-16",9.9866557276,20.0744579874,792.006395638
"2008-12-17",10.0092430447,20.1978635891,874.325542886
"2008-12-18",10.0453810091,20.1714817772,931.922137168
"2008-12-19",9.9317302079,20.1486175402,942.572518879
"2008-12-20",9.9761217358,20.1486175402,927.082849695
"2008-12-21",9.9568055043,20.1486175402,832.965136403
"2008-12-22",9.9710496189,20.1288018682,769.889784882
"2008-12-23",9.9945392993,20.1116282858,779.811146898
"2008-12-24",10.0653229483,19.963411181,765.409660645
"2008-12-25",10.1295021108,19.963411181,759.208372559
"2008-12-26",10.2707351627,19.9682896902,765.207256218
"2008-12-27",10.3572544249,19.9682896902,775.446288722
"2008-12-28",10.5018427238,19.9682896902,693.440116892
"2008-12-29",10.7092859162,19.9725177315,676.394767973
"2008-12-30",10.8903589052,20.1095153673,740.115465577
"2008-12-31",10.9928507337,20.2282466517,728.140070167
"2009-01-01",11.1673842161,20.3311470981,732.548060811
"2009-01-02",11.2841329873,20.420327485,776.60831937
"2009-01-03",11.3654405082,20.420327485,791.72721012
"2009-01-04",11.4204188108,20.420327485,710.016915438
"2009-01-05",11.4768074138,20.4976171537,688.147993379
"2009-01-06",11.6069367957,20.5646015332,787.421594262
"2009-01-07",11.6993452229,20.6226546621,882.978715027
"2009-01-08",11.8058325265,20.6226546621,872.781553024
"2009-01-09",11.9181659674,20.6729673738,862.74401262
"2009-01-10",11.976309495,20.6729673738,880.898144271
"2009-01-11",12.0352258048,20.6729673738,794.298391702
"2009-01-12",12.1650340813,20.8499050573,789.951939475
"2009-01-13",12.187918426,21.0032510497,883.131680878
"2009-01-14",12.2171218951,21.0028175764,892.487456761
"2009-01-15",12.2412389758,21.0024418995,850.009129193
"2009-01-16",12.2651848901,21.0021163129,844.7012453
"2009-01-17",12.3701602381,21.0021163129,875.18107926
"2009-01-18",12.4638610952,21.0021163129,775.663602026
"2009-01-19",12.435042189,21.0018341379,739.628455089
"2009-01-20",12.5127402675,21.1349229195,793.464661077
"2009-01-21",12.5562267503,21.2502665302,819.842706267
"2009-01-22",12.64441239,21.3502309929,786.183678765
"2009-01-23",12.7304611084,21.4368668605,764.852521596
"2009-01-24",12.8016059764,21.4368668605,856.25885205
"2009-01-25",12.8310214759,21.4368668605,747.917671777
"2009-01-26",12.885774168,21.4368668605,673.008648873
"2009-01-27",12.8636538516,21.3786179457,650.100829023
"2009-01-28",12.8249814862,21.328135553,762.71405182
"2009-01-29",12.7681839547,21.2843841459,782.592178244
"2009-01-30",12.6751668348,21.2464662598,978.206554478
"2009-01-31",12.5988112568,21.2464662598,940.032347214
"2009-02-01",12.4906364226,21.2464662598,846.481367586
"2009-02-02",12.3349642647,21.0802707585,992.723851908
"2009-02-03",12.2238134738,20.802901324,1011.81400499
"2009-02-04",12.0643208837,20.5625144808,935.665470988
"2009-02-05",11.8830780992,20.3541792167,903.48340819
"2009-02-06",11.7801756225,20.1736219878,904.405620431
"2009-02-07",11.7394513514,20.1736219878,948.191537707
"2009-02-08",11.5935245046,20.1736219878,862.672666013
"2009-02-09",11.4445246561,20.0171390561,992.289643878
"2009-02-10",11.351334067,19.6148538486,951.837691361
"2009-02-11",11.2874101597,19.2662066688,881.205999179
"2009-02-12",11.2355184347,18.9640457796,950.911865955
"2009-02-13",11.1711085693,18.702173009,886.523617161
"2009-02-14",11.1384845696,18.702173009,927.960468207
"2009-02-15",10.9753734957,18.702173009,822.099072446
"2009-02-16",10.928464437,18.4752166078,938.725862786
"2009-02-17",10.8817062158,18.2785210601,940.375747748
"2009-02-18",10.8386850695,18.1080515854,928.912314715
"2009-02-19",10.8081302349,18.0936447074,1041.05733942
"2009-02-20",10.8483499073,18.0811587464,1097.67636083
"2009-02-21",10.8540514011,18.0811587464,1207.38617939
"2009-02-22",10.8937132345,18.0811587464,1068.44135547
"2009-02-23",10.9335009648,18.2036709135,1092.70250807
"2009-02-24",11.0444415769,18.3098481251,1085.94217366
"2009-02-25",11.0706271445,18.4018683751,1039.61655051
"2009-02-26",11.0836398215,18.4816192584,977.494343773
"2009-02-27",11.1046148294,18.5507366906,928.801764604
"2009-02-28",11.1668513707,18.5507366906,1093.81486266
"2009-03-01",11.2321045213,18.5507366906,969.266214302
"2009-03-02",11.2465931492,18.4773051319,932.564052395
"2009-03-03",11.2517311567,18.4136644476,1086.42217874
"2009-03-04",11.2375003358,18.4918425213,1125.00588824
"2009-03-05",11.2723977269,18.5595968518,1167.53843648
"2009-03-06",11.2709034268,18.6183172715,1107.45331161
"2009-03-07",11.2292786964,18.6183172715,1116.0462034
"2009-03-08",11.252535364,18.6183172715,996.546709612
"2009-03-09",11.2356047229,18.669208302,952.460481664
"2009-03-10",11.2544129821,18.669208302,1141.30575078
"2009-03-11",11.2921579178,18.669208302,1003.62498401
"2009-03-12",11.218225751,18.5799805284,930.248319471
"2009-03-13",11.1364623175,18.5026497913,1042.16187688
"2009-03-14",11.0887288803,18.5026497913,1179.61362663
"2009-03-15",11.0528983629,18.5026497913,1056.35847641
"2009-03-16",10.9895375556,18.4356298191,977.684012887
"2009-03-17",10.9192402405,18.3775458432,974.719477836
"2009-03-18",10.8681933936,18.3272063975,943.396880791
"2009-03-19",10.8063488044,18.2835788778,975.297296685
"2009-03-20",10.7397587074,18.1124350274,1139.23099046
"2009-03-21",10.6737395977,18.1124350274,1164.6668584
"2009-03-22",10.6297841945,18.1124350274,1052.55127728
"2009-03-23",10.5183685241,18.0974436904,985.344440309
"2009-03-24",10.4131786468,18.0844511984,1157.31184827
"2009-03-25",10.2658457364,17.9398577053,1153.4302685
"2009-03-26",10.0938811197,17.6812100112,1317.71956603
"2009-03-27",9.9449932667,17.3237153431,1308.54362389
"2009-03-28",9.8092534237,17.3237153431,1540.81114071
"2009-03-29",9.681476424,17.3237153431,1358.44298861
"2009-03-30",9.5349361331,17.0138866307,1226.0372568
"2009-03-31",9.4310335376,16.7453684132,1384.50295589
"2009-04-01",9.3136735104,16.3793192915,1274.23589511
"2009-04-02",9.1549985238,16.0620767193,1193.41110909
"2009-04-03",9.0576653873,16.0620767193,1101.86296121
"2009-04-04",8.9501618542,16.0620767193,1087.97323305
"2009-04-05",8.8739180514,16.0620767193,1001.57680198
"2009-04-06",8.7941027153,15.6537998234,931.439895048
"2009-04-07",8.6925556866,15.6537998234,994.861242375
"2009-04-08",8.5931442213,15.2999598469,1008.62641006
"2009-04-09",8.5057249918,14.993298534,986.722888717
"2009-04-10",8.4345912892,14.993298534,1130.34650355
"2009-04-11",8.3603124506,14.993298534,1122.33363641
"2009-04-12",8.2709374572,14.993298534,1018.46248489
"2009-04-13",8.2190548871,14.7275253961,1090.29282024
"2009-04-14",8.1509142355,14.7275253961,1315.04044421
"2009-04-15",8.0789404856,14.4971886766,1390.26171831
"2009-04-16",8.0261484209,14.2975635198,1567.37348921
"2009-04-17",7.9799952981,14.1245550505,1746.51035731
"2009-04-18",7.9072686523,14.1245550505,1828.63697634
"2009-04-19",7.8805852129,14.1245550505,1625.79204616
"2009-04-20",7.8349071845,13.9746143771,1458.27977334
"2009-04-21",7.7458084488,13.8446657935,1450.83580356
"2009-04-22",7.6792562112,13.7320436877,1368.60436308
"2009-04-23",7.6091516793,13.6344378626,1477.48378134
"2009-04-24",7.5484365059,13.5498461476,1511.78594383
"2009-04-25",7.4970288102,13.5498461476,1414.60781798
"2009-04-26",7.4672860799,13.5498461476,1299.60677559
"2009-04-27",7.4131294174,13.4765333279,1163.19920551
"2009-04-28",7.391977119,13.4129955509,1163.52597811
"2009-04-29",7.3308246143,13.3579294774,1152.08251436
"2009-04-30",7.3586194276,13.3102055471,1105.67817911
"2009-05-01",7.2722849854,13.2688448075,1091.9544219
"2009-05-02",7.2400486968,13.2688448075,1108.82716564
"2009-05-03",7.2211286236,13.2688448075,1016.02354356
"2009-05-04",7.1914054909,13.0996654998,945.37373775
"2009-05-05",7.1723292032,12.9530434332,1061.54390605
"2009-05-06",7.129271168,12.8259709754,1135.07138524
"2009-05-07",7.0075905679,12.8259709754,997.928533878
"2009-05-08",6.9526896033,12.715841512,963.136729361
"2009-05-09",6.9145532117,12.715841512,1110.82516545
"2009-05-10",6.8708350057,12.715841512,1000.03381005
"2009-05-11",6.8393268462,12.6203959771,952.109302046
"2009-05-12",6.8185277112,12.5376765135,1138.20139511
"2009-05-13",6.7613351275,12.4659863117,1241.26787576
"2009-05-14",6.7244391617,12.1371881368,1336.15215899
"2009-05-15",6.7005880143,12.1188963852,1376.62520446
"2009-05-16",6.6508429457,12.1188963852,1417.48851053
"2009-05-17",6.620113269,12.1188963852,1281.57670913
"2009-05-18",6.5941587725,12.1030435339,1188.75981458
"2009-05-19",6.5513376028,11.9559710627,1260.6518393
"2009-05-20",6.5278999965,11.8285082543,1140.35159406
"2009-05-21",6.5078039286,11.7180404871,1192.24471485
"2009-05-22",6.5037634048,11.6223017555,1243.02541954
"2009-05-23",6.4783727286,11.6223017555,1291.30603027
"2009-05-24",6.4676055711,11.6223017555,1188.6518929
"2009-05-25",6.462591495,11.5393281881,1105.95164051
"2009-05-26",6.429875592,11.467417763,1190.71142178
"2009-05-27",6.4067002605,11.4050953946,1237.14989887
"2009-05-28",6.3377260844,11.3510826753,1271.70991236
"2009-05-29",6.3147161418,11.3042716519,1293.69525738
"2009-05-30",6.3060873229,11.3042716519,1301.30922306
"2009-05-31",6.1652756798,11.3042716519,1144.89465998
"2009-06-01",6.2010167003,11.2637020983,1043.64870532
"2009-06-02",6.2279478069,11.2285418186,1190.57554461
"2009-06-03",6.2565671117,11.3314029094,1298.41880533
"2009-06-04",6.2846914968,11.4205491882,1377.60963129
"2009-06-05",6.296177075,11.4978092964,1443.68834711
"2009-06-06",6.2915756872,11.4978092964,1301.8365675
"2009-06-07",6.2850798813,11.4978092964,1164.87169183
"2009-06-08",6.2737358971,11.5647680569,1070.08879959
"2009-06-09",6.2230599997,11.6227989826,1204.90629298
"2009-06-10",6.1978124936,11.6730924516,1259.09212058
"2009-06-11",6.2579263833,11.7166801247,1245.85317117
"2009-06-12",6.2858028656,11.8877894414,1334.13141501
"2009-06-13",6.2673321805,11.8877894414,1413.91389301
"2009-06-14",6.2466878897,11.8877894414,1292.71204061
"2009-06-15",6.2154628378,12.0360841826,1169.28376853
"2009-06-16",6.2189566816,12.1646062916,1433.98593272
"2009-06-17",6.1966957907,12.2759921194,1485.01447503
"2009-06-18",6.2224696853,12.5058598368,1503.11254502
"2009-06-19",6.2129780008,12.7050785252,1568.32153902
"2009-06-20",6.2057604212,12.7050785252,1594.71866715
"2009-06-21",6.2247145872,12.7050785252,1442.7561782
"2009-06-22",6.2250090525,12.8777347218,1308.9020211
"2009-06-23",6.2243753669,13.0273700923,1423.97508496
"2009-06-24",6.2270142069,13.15705408,1457.40507363
"2009-06-25",6.264779834,13.2694468693,1484.65773048
"2009-06-26",6.2969044276,13.3668539534,1337.88336642
"2009-06-27",6.3571462304,13.3668539534,1410.45225089
"2009-06-28",6.4778600663,13.3668539534,1278.41861744
"2009-06-29",6.4771824279,13.4512734263,1166.53613512
"2009-06-30",6.5200227506,13.6577703028,1281.3513171
"2009-07-01",6.5074765073,13.8367342624,1296.46447482
"2009-07-02",6.5544055656,13.9918363607,1343.88254484
"2009-07-03",6.5930774161,14.1262581793,1344.65820553
"2009-07-04",6.6201542735,14.1262581793,1440.37711146
"2009-07-05",6.6510781481,14.1262581793,1293.48016327
"2009-07-06",6.6880010617,14.1094237554,1197.20280816
"2009-07-07",6.7011968797,14.0948339214,1364.76910041
"2009-07-08",6.7095187772,14.0821893985,1424.99988702
"2009-07-09",6.7267795215,14.071230812,1419.15990208
"2009-07-10",6.7512772947,14.1950667038,1452.21858181
"2009-07-11",6.8023292109,14.1950667038,1485.7547709
"2009-07-12",6.8289630939,14.1950667038,1325.79413478
"2009-07-13",6.8523833994,14.1690578099,1212.70825014
"2009-07-14",6.8858433906,14.1465167686,1301.73781679
"2009-07-15",6.9417511405,14.1269811995,1310.35944122
"2009-07-16",7.006406544,14.1100503729,1161.91818239
"2009-07-17",7.0447038533,14.0953769898,1181.9090914
"2009-07-18",7.0820766728,14.0953769898,1224.18121255
"2009-07-19",7.1511331165,14.0953769898,1097.81705088
"2009-07-20",7.3011054911,14.0826600578,1012.60144409
"2009-07-21",7.337725769,14.0716387168,1104.04125155
"2009-07-22",7.3428734443,14.0620868879,1070.10241801
"2009-07-23",7.3589751668,14.0538086362,1086.26876227
"2009-07-24",7.3450007002,14.0466341513,1139.78626064
"2009-07-25",7.3564080142,14.0466341513,1164.95475922
"2009-07-26",7.4117440885,14.0466341513,1053.36079132
"2009-07-27",7.406137806,14.1737495978,964.23935248
"2009-07-28",7.4288379504,14.1505829848,1104.54743882
"2009-07-29",7.4383262237,14.2638385868,1174.03444697
"2009-07-30",7.4247716161,14.3619934419,1218.28318738
"2009-07-31",7.4064070055,14.447060983,1214.33209573
"2009-08-01",7.4457749604,14.447060983,1229.04114963
"2009-08-02",7.4421716323,14.447060983,1172.89566301
"2009-08-03",7.4252325087,14.5207861853,1093.44024128
"2009-08-04",7.419645952,14.5846813606,1209.72820911
"2009-08-05",7.3973042695,14.6400571791,1228.09778123
"2009-08-06",7.4021081447,14.6880495553,1235.7714104
"2009-08-07",7.4102715032,14.7296429479,1242.84855568
"2009-08-08",7.4169827775,14.7296429479,1281.45141492
"2009-08-09",7.4337660262,14.7296429479,1178.57789293
"2009-08-10",7.4345972227,14.7656905548,1131.58084054
"2009-08-11",7.4360953708,14.6635984809,1320.75672847
"2009-08-12",7.4740705335,14.5751186834,1357.64249801
"2009-08-13",7.5084166846,14.4984361923,1405.78349827
"2009-08-14",7.5692742579,14.4984361923,1508.9376985
"2009-08-15",7.6211488013,14.4984361923,1360.98600537
"2009-08-16",7.6635141463,14.4984361923,1199.45453799
"2009-08-17",7.7081567046,14.4319780333,1117.84726625
"2009-08-18",7.7464024773,14.3743809622,1325.78763075
"2009-08-19",7.7363142458,14.3244635006,1251.96261332
"2009-08-20",7.7356945686,14.2812017005,1371.66093154
"2009-08-21",7.7862130705,14.3770414738,1311.63280734
"2009-08-22",7.8134834266,14.3770414738,1284.76176636
"2009-08-23",7.8453893401,14.3770414738,1132.72686418
"2009-08-24",7.8929485392,14.4601026106,1052.56328229
"2009-08-25",7.9208023142,14.5320889292,1176.94817798
"2009-08-26",7.93234966,14.594477072,1192.94175425
"2009-08-27",7.9443596043,14.6485467957,1228.70285368
"2009-08-28",7.9404449904,14.6954072229,1237.05580653
"2009-08-29",7.931052325,14.6954072229,1264.36169899
"2009-08-30",7.9013564594,14.6954072229,1125.98680579
"2009-08-31",7.8811755982,14.7360195932,1025.59523169
"2009-09-01",7.9426754174,14.9045503141,1212.66786746
"2009-09-02",7.9577261025,15.0506102722,1206.1921518
"2009-09-03",8.0065949454,15.1771955693,1194.39319823
"2009-09-04",7.9800745937,15.1535694934,1225.95410513
"2009-09-05",7.972175759,15.1535694934,1267.82022445
"2009-09-06",7.9772745467,15.1535694934,1195.33752785
"2009-09-07",7.9801025869,15.1330935609,1077.45252414
"2009-09-08",8.0189171915,14.9820144195,1179.92552092
"2009-09-09",7.9963948993,14.8510791635,1231.89545146
"2009-09-10",8.0029866905,14.7376019417,1225.17605794
"2009-09-11",8.0104896997,14.9059216828,1247.15258354
"2009-09-12",8.0153536993,14.9059216828,1399.90557241
"2009-09-13",8.0409608604,14.9059216828,1319.69816275
"2009-09-14",8.0444566773,14.9184654585,1259.61840772
"2009-09-15",8.0477008375,14.9293367307,1299.54262002
