"","sampleObjTimeseries.objSampleTimeSeries..i...fcst","sampleObjTimeseries.objSampleTimeSeries..i...lower","sampleObjTimeseries.objSampleTimeSeries..i...upper","sampleObjTimeseries.objSampleTimeSeries..i...CI","V5"
"1",16.2031533962411,15.8459353940624,16.5603713984197,0.357218002178649,16.0734471616
"2",16.23469345518,15.585518301025,16.883868609335,0.64917515415499,16.3303208734
"3",16.4251645171547,15.5331703239942,17.3171587103153,0.89199419316057,16.3303208734
"4",16.7012070466958,15.587726903048,17.8146871903435,1.11348014364775,16.3303208734
"5",16.8019004546393,15.4747427910497,18.129058118229,1.32715766358961,16.5529447569
"6",16.8793307551327,15.3323827719482,18.4262787383171,1.54694798318443,16.745885456
"7",16.9847574322423,15.2198204734494,18.7496943910352,1.7649369587929,16.9131007286
"8",17.0532371329509,15.0508426923776,19.0556315735242,2.00239444057327,17.0580206314
"9",17.0003795600941,14.7656094770112,19.2351496431769,2.23477008308285,17.1836178806
"10",17.0614072253819,14.6223178558394,19.5004965949244,2.43908936954252,17.1836178806
"11",17.1323162368473,14.4981529919228,19.7664794817719,2.63416324492454,17.1836178806
"12",17.1486227264961,14.32632531475,19.9709201382423,2.82229741174613,17.4258021631
"13",17.1782301020198,14.1836336670481,20.1728265369916,2.99459643497177,17.6356952081
"14",17.2698854312195,14.109642790794,20.4301280716451,3.16024264042555,17.8176025137
"15",17.406057251036,14.0554921280955,20.7566223739765,3.35056512294048,17.9752555118
"16",17.4733972093585,13.9284261843159,21.018368234401,3.54497102504251,18.1118881103
"17",17.4686272041985,13.728722919623,21.208531488774,3.73990428457548,18.1118881103
"18",17.4953212567943,13.5589899015976,21.4316526119909,3.93633135519663,18.1118881103
"19",17.6379342464529,13.5132487455664,21.7626197473394,4.12468550088651,18.2303030289
"20",17.7191922423873,13.41237047205,22.0260140127246,4.3068217703373,18.3329292917
"21",17.7762378832363,13.2855543171235,22.2669214493491,4.49068356611281,18.4218720528
"22",17.816875650896,13.1350320755465,22.4987192262455,4.68184357534952,18.4218720528
"23",17.839414242193,12.9590642681532,22.7197642162329,4.88034997403986,15.9656224458
"24",17.7973289369406,12.7223344761612,22.8723233977199,5.07499446077936,15.9656224458
"25",17.807195239254,12.5377054957454,23.0766849827627,5.26948974350868,15.9656224458
"26",17.9515437255532,12.4904392095221,23.4126482415843,5.46110451603112,16.2368727863
"27",17.9446973719011,12.294039839242,23.5953549045603,5.65065753265915,14.0719564148
"28",17.8128730495807,11.9741338105317,23.6516122886298,5.83873923904906,14.5956955595
"29",17.7223247403269,11.6956146837761,23.7490347968777,6.0267100565508,15.0496028182
"30",17.7162783226289,11.5029976118336,23.9295590334241,6.21328071079522,15.4429891091
"31",17.6963047750159,11.3068070947978,24.085802455234,6.38949768021808,15.4429891091
"32",17.5947903196888,11.0417982808917,24.1477823584859,6.55299203879713,15.4429891091
"33",17.5183642730523,10.8074222581244,24.2293062879801,6.71094201492785,15.7839238946
"34",17.3512889217836,10.4826046443248,24.2199731992424,6.86868427745878,16.0794007086
"35",17.2451137602311,10.2247152538637,24.2655122665986,7.02039850636748,13.9354806142
"36",17.2039551357566,10.0438609500083,24.3640493215049,7.16009418574833,12.0774165323
"37",17.1722452458902,9.87900734618451,24.4654831455958,7.29323789970567,12.467094328
"38",17.0946762647132,9.67502082744293,24.5143317019834,7.41965543727025,12.467094328
"39",16.9561600486035,9.41405206071275,24.4982680364943,7.54210798789077,12.467094328
"40",16.9242957322112,9.26218248724188,24.5864089771805,7.66211324496933,12.6714817509
"41",16.8684208095073,9.09078675322595,24.6460548657887,7.77763405628136,12.8486175175
"42",16.8103116069043,8.92369534351469,24.696927870294,7.88661626338966,12.8486175175
"43",16.7554167071713,8.76483643571419,24.7459969786285,7.99058027145713,11.1354685151
"44",16.7112158760216,8.61644372270025,24.8059880293429,8.09477215332132,9.6507393798
"45",16.6745920212505,8.47774615675566,24.8714378857453,8.19684586449482,9.6507393798
"46",16.5578685438111,8.26152303318891,24.8542140544333,8.29634551062221,9.6507393798
"47",16.5255760756538,8.13005093582593,24.9211012154816,8.39552513982784,8.3639741291
"48",16.481965136102,7.98740695850123,24.9765233137028,8.49455817760081,7.2487775786
"49",16.3859216406242,7.79366499411838,24.97817828713,8.59225664650582,6.2822739014
"50",16.2629280725398,7.57551937621796,24.9503367688617,8.68740869632186,5.4446373813
"51",16.1840227425311,7.40225096154557,24.9657945235167,8.78177178098557,4.7186857304
"52",16.1479580520843,7.27532862314945,25.0205874810191,8.87262942893484,4.7186857304
"53",16.0112257662455,7.05066461542783,24.9717869170631,8.96056115081762,4.7186857304
"54",15.9262588503975,6.87919977232091,24.9733179284741,9.0470590780766,4.7186857304
"55",15.8367553884932,6.70495579724952,24.9685549797369,9.1317995912437,4.089527633
"56",15.7242940322112,6.50950630807722,24.9390817563452,9.21478772413398,5.6775906153
"57",15.6273938320576,6.33291909468795,24.9218685694273,9.29447473736967,5.6775906153
"58",15.5848330582667,6.21300579286762,24.9566603236658,9.37182726539907,4.9205785333
"59",15.5553302091406,6.10837321589172,25.0022872023895,9.44695699324888,4.9205785333
"60",15.4207206225873,5.90043062362086,24.9410106215537,9.52028999896644,4.9205785333
"61",15.3504353746792,5.75785667757171,24.9430140717867,9.59257869710748,6.3978347288
"62",15.3093802713919,5.6456750687987,24.973085473985,9.66370520259317,7.6781234316
"63",15.2598421134812,5.52627089751245,24.9934133294499,9.73357121596874,6.6543736408
"64",15.2037829804996,5.40307020179451,25.0044957592048,9.80071277870513,7.9004571553
