"2006-01-01",4,13,17.9
"2006-01-02",4.1044444444,13,76.9
"2006-01-03",4.1753670034,12.7333333333,166.16
"2006-01-04",4.2438365881,12.5022222222,256.4
"2006-01-05",4.3159917097,12.3019259259,344.204
"2006-01-06",4.3338594817,11.8616691358,420.290133333
"2006-01-07",4.4021226619,11.8616691358,462.252782222
"2006-01-08",4.348506307,11.8616691358,408.219077926
"2006-01-09",4.3317357691,11.480113251,510.404534202
"2006-01-10",4.3535043332,11.1494314842,476.593262975
"2006-01-11",4.2730370888,11.1494314842,424.214161245
"2006-01-12",4.2536691807,10.8628406197,482.438939746
"2006-01-13",4.2373281047,10.6144618704,557.840414447
"2006-01-14",4.2723510241,10.6144618704,484.26169252
"2006-01-15",4.2723510241,10.6144618704,484.26169252
"2006-01-16",4.2627042209,10.3992002877,553.736133518
"2006-01-17",4.2640406278,10.2126402493,590.571315715
"2006-01-18",4.2051988471,10.0509548827,635.281806953
"2006-01-19",4.1611723342,9.910827565,637.110899359
"2006-01-20",4.1288678748,9.7893838897,657.262779445
"2006-01-21",4.0692854915,9.7893838897,696.614408852
"2006-01-22",3.8933807593,9.7893838897,612.092487672
"2006-01-23",3.8520411025,9.4174660377,697.704155982
"2006-01-24",3.7933689555,9.0951372327,716.112935185
"2006-01-25",3.7598530948,8.8157856017,716.451210493
"2006-01-26",3.5985393488,8.8157856017,671.764382428
"2006-01-27",3.5476229912,8.5736808548,714.870464771
"2006-01-28",3.53422564,8.5736808548,646.395736135
"2006-01-29",3.4296622213,8.5736808548,571.702971317
"2006-01-30",3.4523739251,8.3638567408,500.989241808
"2006-01-31",3.4737240685,8.1820091754,436.3253429
"2006-02-01",3.4838941927,8.024407952,420.89129718
"2006-02-02",3.619374967,7.8878202251,366.092457556
"2006-02-03",3.5951249714,7.7694441951,342.153463215
"2006-02-04",3.4874416419,7.7694441951,321.666334787
"2006-02-05",3.4874416419,7.7694441951,321.666334787
"2006-02-06",3.4233383118,7.6668516357,302.830823482
"2006-02-07",3.3724170131,7.5779380843,290.068047017
"2006-02-08",3.3272058558,7.500879673,256.785640748
"2006-02-09",3.300245075,7.500879673,229.954221982
"2006-02-10",3.286879065,7.4340957166,205.546992384
"2006-02-11",3.248628523,7.4340957166,253.734060066
"2006-02-12",3.248628523,7.4340957166,253.734060066
"2006-02-13",3.65714472,7.2428829544,227.482852058
"2006-02-14",3.539525424,7.0771652272,219.658471783
"2006-02-15",3.4092553674,6.9335431969,206.584008879
"2006-02-16",3.3096879851,6.8090707706,221.666141028
"2006-02-17",3.2550629204,6.7011946679,198.690655558
"2006-02-18",3.1321656422,6.7011946679,177.99856815
"2006-02-19",3.1812102232,6.7011946679,154.532092397
"2006-02-20",3.1670488601,6.6077020455,135.445146744
"2006-02-21",3.1514423454,6.5266751061,121.383127178
"2006-02-22",3.114583366,6.4564517586,108.158710221
"2006-02-23",3.0793055839,6.3955915241,151.657548858
"2006-02-24",3.0611124584,6.3428459876,139.268542344
"2006-02-25",3.0696307973,6.3428459876,123.826070031
"2006-02-26",3.0696307973,6.3428459876,123.826070031
"2006-02-27",3.0214578021,6.2971331892,156.718594027
"2006-02-28",3.0352634285,6.2575154307,139.660114823
"2006-03-01",2.9943711618,6.2231800399,157.856099514
"2006-03-02",2.9998835784,6.1934227013,178.075286245
"2006-03-03",2.9954546568,6.1676330078,241.238581412
"2006-03-04",2.9333940359,6.1676330078,333.666770557
"2006-03-05",2.8422748311,6.1676330078,305.87120115
"2006-03-06",2.9033048536,6.1452819401,280.881707663
"2006-03-07",2.8946737303,6.1259110147,255.417479975
"2006-03-08",2.8753838996,6.1091228794,287.881815978
"2006-03-09",2.837832713,6.0945731622,339.090907181
"2006-03-10",2.8308835893,6.0819634072,301.684119557
"2006-03-11",2.8075991108,6.0819634072,294.791570283
"2006-03-12",2.8075991108,6.0819634072,294.791570283
"2006-03-13",2.8532525627,6.0710349529,267.511360912
"2006-03-14",2.831152221,6.0615636259,246.703179457
"2006-03-15",2.831152221,6.0615636259,246.703179457
"2006-03-16",2.9076652582,6.0533551424,217.089422196
"2006-03-17",2.8777543349,6.0462411234,199.984165903
"2006-03-18",2.8718315347,6.0462411234,184.606277116
"2006-03-19",2.8718315347,6.0462411234,184.606277116
"2006-03-20",2.8142539967,6.0400756403,264.520106834
"2006-03-21",2.7817979083,6.0347322216,245.144092589
"2006-03-22",2.7775581872,6.0301012587,215.674213577
"2006-03-23",2.7561059844,6.0260877576,213.029651767
"2006-03-24",2.7309585198,6.0226093899,230.640364865
"2006-03-25",2.7084973839,6.0226093899,224.64164955
"2006-03-26",2.7084973839,6.0226093899,224.64164955
"2006-03-27",2.6846977327,6.0195948046,199.12942961
"2006-03-28",2.6534047017,6.016982164,178.325505662
"2006-03-29",2.6329507414,6.0147178754,161.022104907
"2006-03-30",2.6329507414,6.012755492,161.022104907
"2006-03-31",2.6218906426,6.0110547598,222.419157586
"2006-04-01",2.6089718902,6.0110547598,193.069936574
"2006-04-02",2.5611089715,6.0110547598,184.207278364
"2006-04-03",2.5876277753,6.0095807918,195.286307916
"2006-04-04",2.6203885164,6.0083033529,177.82146686
"2006-04-05",2.6343367142,6.0071962392,159.045271279
"2006-04-06",2.6343367142,6.0071962392,159.045271279
"2006-04-07",2.6724251523,6.0062367406,167.337901775
"2006-04-08",2.6827684653,6.0062367406,146.346181538
"2006-04-09",2.6827684653,6.0062367406,146.346181538
"2006-04-10",2.7250660033,6.0054051752,135.033357333
"2006-04-11",2.7283905362,6.0054051752,118.882243022
