"","sampleObjTimeseries.sampleObjTimeseries.fcst","sampleObjTimeseries.sampleObjTimeseries.lower","sampleObjTimeseries.sampleObjTimeseries.upper","sampleObjTimeseries.sampleObjTimeseries.CI","V5"
"1",10.4692627534315,10.2436234891741,10.6949020176889,0.225639264257368,10.537819912
"2",10.3831490623543,9.99173107687904,10.7745670478295,0.39141798547522,10.532777257
"3",10.3087812240421,9.74350462101719,10.8740578270671,0.565276603024949,10.6199221076
"4",10.3867108341614,9.65315106404477,11.1202706042781,0.733559770116645,10.5861547155
"5",10.3924827762815,9.50325974417732,11.2817058083857,0.889223032104205,10.7013340868
"6",10.4012645361373,9.36054214053961,11.4419869317349,1.04072239559765,10.7970536444
"7",10.4280038624929,9.23302518804032,11.6229825369456,1.19497867445262,10.8200347271
"8",10.4312371425437,9.07734659005449,11.7851276950329,1.35389055248921,10.8729467635
"9",10.470227055005,8.96165033515946,11.9788037748506,1.50857671984556,10.8331692463
"10",10.4237331940977,8.76139514969986,12.0860712384955,1.6623380443978,10.8320800135
"11",10.548898359043,8.73264402323013,12.3651526948559,1.8162543358129,10.688069345
"12",10.6527532412512,8.68408503129413,12.6214214512083,1.96866820995707,10.531660099
"13",10.7203539374574,8.59949488358934,12.8412129913255,2.12085905386809,10.442994308
"14",10.8083496432534,8.53845163426019,13.0782476522467,2.26989800899323,10.2860117336
"15",10.8266421855663,8.40553329741915,13.2477510737135,2.42110888814718,10.1218027617
"16",10.7751926410562,8.20251996766768,13.3478653144447,2.57267267338851,9.9155623935
"17",10.6975432205994,7.97751110513977,13.4175753360591,2.72003211545966,9.8524874077
"18",10.7802659172153,7.9156563293372,13.6448755050934,2.86460958787812,9.8225557533
"19",10.7784215580915,7.77302995422658,13.7838131619563,3.00539160386487,9.8568816529
"20",10.7930283858248,7.65281687809962,13.93323989355,3.14021150772521,9.754751978
"21",10.7889103948395,7.51679236307165,14.0610284266073,3.2721180317678,9.6400350476
"22",10.7815444667992,7.37628567971005,14.1868032538883,3.40525878708914,9.6575859301
"23",10.8118510042593,7.27666691258386,14.3470350959348,3.53518409167546,9.6015441697
"24",10.764738170237,7.10528650568711,14.424189834787,3.65945166454994,9.5348382804
"25",10.7633195249159,6.98227627121229,14.5443627786196,3.78104325370365,9.4981931764
"26",10.7092360341803,6.80931021554161,14.609161852819,3.89992581863868,9.4731896418
"27",10.7175403538752,6.69847111542428,14.736609592326,4.01906923845088,9.361526261
"28",10.6613517048645,6.52865578689414,14.7940476228348,4.13269591797031,9.3067773049
"29",10.6845758369501,6.4385858773121,14.9305657965882,4.24598995963804,9.2458736643
"30",10.6792447185056,6.3232213241688,15.0352681128424,4.3560233943368,9.1102333662
"31",10.5819229830064,6.11809210999286,15.0457538560199,4.46383087301353,9.095535584
"32",10.6183653909884,6.04648122394244,15.1902495580343,4.57188416704594,9.0340197284
"33",10.6000165304295,5.91973733020835,15.2802957306507,4.68027920022116,8.9146119697
"34",10.5380425164739,5.74955969967317,15.3265253332745,4.78848281680068,8.8269794966
"35",10.4252880485741,5.53191606673869,15.3186600304095,4.8933719818354,8.723018594
"36",10.3431215214424,5.34481380488293,15.3414292380018,4.99830771655943,8.6308827815
"37",10.2557728327465,5.15880240155492,15.3527432639381,5.09697043119159,8.5775984106
"38",10.1728304459001,4.98425479262656,15.3614060991737,5.18857565327358,8.4505852892
"39",10.1599002191986,4.88369945403035,15.4361009843668,5.27620076516821,8.4790072506
"40",10.1002325214703,4.73837092408004,15.4620941188605,5.36186159739022,8.7008539029
"41",10.0262599708889,4.57916724440543,15.4733526973724,5.44709272648349,8.5923590968
"42",9.95260733464166,4.41855109011508,15.4866635791682,5.53405624452657,8.5133778839
"43",9.88486017892462,4.26254034079456,15.5071800170547,5.62231983813006,8.3258798803
"44",9.83092254540956,4.12155155723839,15.5402935335807,5.70937098817117,8.4824292296
"45",9.75575998766441,3.96064449286831,15.5508754824605,5.7951154947961,8.732771999
"46",9.7019907167997,3.82375716028584,15.5802242733136,5.87823355651386,8.6980690658
"47",9.66445248636727,3.70426657277047,15.6246383999641,5.96018591359681,8.8002312856
"48",9.64028811519107,3.60038579615641,15.6801904342257,6.03990231903466,8.9518194952
"49",9.6175919350435,3.49962876351685,15.7355551065702,6.11796317152665,9.1235768958
"50",9.58572869176424,3.39215630544591,15.7793010780826,6.19357238631832,9.282766643
"51",9.53739239200905,3.26871603293605,15.806068751082,6.268676359073,9.2164929954
"52",9.48549877697811,3.14244798440515,15.8285495695511,6.34305079257296,9.2502939293
"53",9.51201449088401,3.09649485867512,15.9275341230929,6.41551963220889,9.2690426175
"54",9.50832081671746,3.02201838934273,15.9946232440922,6.48630242737473,9.2000036019
"55",9.50196935640041,2.94628462131633,16.0576540914845,6.55568473508408,9.1325031216
"56",9.46508069911371,2.84167448569,16.0884869125374,6.62340621342371,9.1303598483
"57",9.43167939505164,2.74185635510202,16.1215024350013,6.68982303994963,9.1181906564
"58",9.39877806801656,2.64500853809409,16.152547597939,6.75376952992247,9.0684925083
"59",9.33519175146191,2.5199198330942,16.1504636698296,6.81527191836771,8.9818046183
"60",9.32431201167385,2.44961234022191,16.1990116831258,6.87469967145194,8.9754101563
"61",9.30753774520862,2.37543716912266,16.2396383212946,6.93210057608596,8.9722126117
"62",9.30417143318403,2.31557884723205,16.292764019136,6.98859258595198,8.8244666164
"63",9.28181817793056,2.23837794769618,16.3252584081649,7.04344023023438,8.5707282104
"64",9.27824815549912,2.18096109704248,16.3755352139558,7.09728705845664,8.4182977824
