"","objSampleTimeSeries..i...fcst","objSampleTimeSeries..i...lower","objSampleTimeSeries..i...upper","objSampleTimeSeries..i...CI","V5"
"1",77.9322402385588,58.1476078900065,97.716872587111,19.7846323485523,81.1754044981
"2",79.6857075926508,52.4156096009372,106.955805584364,27.2700979917136,72.485350565
"3",76.5828800982513,44.101474334704,109.064285861799,32.4814057635473,70.567303823
"4",74.1804029448076,37.9268608223778,110.433945067237,36.2535421224298,67.07832998
"5",75.3131669360999,36.1152858964922,114.511047975708,39.1978810396077,69.4678859826
"6",75.1041824060777,33.3536030438839,116.854761768271,41.7505793621938,73.4988345183
"7",78.6144296223563,34.6055676723654,122.623291572347,44.0088619499909,74.9656565825
"8",73.5023325420199,27.3636548340821,119.641010249958,46.1386777079377,79.9702357048
"9",79.7082677228042,31.6294377557271,127.787097689881,48.0788299670771,77.1742042775
"10",75.3394884969517,25.5051262674561,125.173850726447,49.8343622294956,77.8043103739
"11",72.5832237953826,21.3457764343275,123.820671156438,51.2374473610551,72.8037356573
"12",72.2420079144372,19.9289083028463,124.555107526028,52.3130996115909,75.4432375697
"13",71.377603937251,18.1258084798918,124.62939939461,53.2517954573592,77.6108058937
"14",74.7319085691905,20.7245509295945,128.739266208786,54.007357639596,76.1026984412
"15",71.1923097445742,16.4090411232118,125.975578365937,54.7832686213624,80.7290053157
"16",74.7663247320843,19.2832091729149,130.249440291254,55.4831155591694,76.231804607
"17",71.7892073259619,15.5579671365667,128.020447515357,56.2312401893952,77.840897326
"18",71.2403289832001,14.3595953344452,128.121062631955,56.8807336487549,72.6887776826
"19",71.351895982865,13.9604440277992,128.743347937931,57.3914519550658,74.7969406582
"20",71.7925954205631,13.9580394809037,129.627151360222,57.8345559396594,76.0906819038
"21",74.5690698863178,16.3361984808436,132.801941291792,58.2328714054742,75.2785909833
"22",72.006442985187,13.3480665668547,130.664819403519,58.6583764183323,75.9747788522
"23",73.3736682627353,14.3235112936671,132.423825231804,59.0501569690682,71.0448083386
"24",70.722049437425,11.2669016004492,130.177197274401,59.4551478369758,69.5721672268
"25",70.9567785182458,11.1404040763015,130.77315296019,59.8163744419443,66.1225449299
"26",72.1361719112667,11.9794237870337,132.2929200355,60.156748124233,69.9062056059
"27",71.560292083913,11.1184256465481,132.002158521278,60.4418664373649,72.9053781918
"28",73.6944578364343,12.995404560312,134.393511112557,60.6990532761224,71.9313277662
"29",72.2232258647884,11.1933517467231,133.253099982854,61.0298741180654,394.473817397
"30",73.3424318457052,11.9994410876277,134.685422603783,61.3429907580775,347.877308411
"31",70.415891086636,8.73565955530322,132.096122617969,61.6802315313327,315.507000623
"32",69.8603353668406,7.91660462741281,131.804066106268,61.9437307394278,280.066067207
"33",70.6530684760955,8.46744385503374,132.838693097157,62.1856246210618,252.150591579
"34",71.2495148823824,8.77615117733068,133.722878587434,62.4733637050517,231.063846035
"35",73.7131172666157,10.9537079972158,136.472526536016,62.7594092693999,214.908666564
"36",71.7026745790658,8.57085901193255,134.834490146199,63.1318155671333,201.107511022
"37",72.491187878004,9.0158006783011,135.966575077707,63.4753871997029,179.893176219
"38",70.4022536861631,6.59473135514965,134.209776017177,63.8075223310134,167.06741939
"39",70.2742855384793,6.20758756560487,134.340983511354,64.0666979728745,149.618430138
"40",70.9870771676862,6.7284745837748,135.245679751598,64.2586025839114,147.935972786
"41",70.9971281267538,6.52616936459083,135.468086888917,64.470958762163,142.744509748
"42",73.1635904242692,8.44282987847865,137.88435097006,64.7207605457906,136.245241782
"43",71.4716050318908,6.43381222557477,136.509397838207,65.037792806316,127.679209544
"44",73.0820268533258,7.755081315205,138.408972391447,65.3269455381208,119.455314938
"45",70.7340668387505,5.10555951847738,136.362574159024,65.6285073202731,113.95460628
"46",70.182992357523,4.26907601270358,136.096908702342,65.9139163448194,103.573992109
"47",70.9443863541955,4.7529175066429,137.135855201748,66.1914688475526,98.4707931612
"48",70.944346114451,4.47537910386652,137.413313125036,66.4689670105845,96.3013540731
"49",73.5950730073521,6.84481817198895,140.345327842715,66.7502548353632,94.50117353
"50",72.0025044351054,4.93151836154033,139.07349050867,67.0709860735651,96.9943503927
"51",73.4935012069081,6.09824857149827,140.888753842318,67.3952526354098,94.328437007
"52",70.8865148670974,3.16187259554674,138.611157138648,67.7246422715507,91.7113120727
"53",70.544966557327,2.51338219950202,138.576550915152,68.031584357825,88.3098037963
"54",71.6506797991171,3.33202580573666,139.969333792498,68.3186539933804,86.0018299568
"55",71.8774169522663,3.28262873760382,140.472205166929,68.5947882146625,87.1215859626
"56",74.1877704903956,5.3350584403331,143.040482540458,68.8527120500625,88.0387078342
"57",72.5292932004103,3.40266346222747,141.655922938593,69.1266297381828,86.4202134563
"58",73.490347226353,4.09049040846568,142.89020404424,69.3998568178873,83.5641849955
"59",71.5965186616517,1.92281112408909,141.270226199214,69.6737075375626,84.1422936628
"60",71.375284818876,1.45346314622823,141.297106491524,69.9218216726478,81.5233211744
"61",72.2968499125543,2.14376651612544,142.449933308983,70.1530833964288,88.7068783511
"62",72.5007270074935,2.12489305450855,142.876560960478,70.3758339529849,94.8126279043
"63",74.7360509198728,4.14366529383663,145.328436545909,70.5923856260362,99.4376108504
"64",73.2257247986859,2.39889835219689,144.052551245175,70.826826446489,107.39259607
"65",73.7993755439338,2.74691390682437,144.851837181043,71.0524616371094,98.8069165943
"66",71.9047769350603,0.62988957222251,143.179664297898,71.2748873628377,105.459327715
"67",71.9087030809446,0.423713599663841,143.393692562225,71.4849894812808,103.731417353
