"2006-01-01",6.1,9,150
"2006-01-02",5.924,9,1300.85333333
"2006-01-03",5.7569333333,9,1948.40622222
"2006-01-04",5.5593422222,9.1333333333,2640.19205926
"2006-01-05",5.4248844714,9.2488888889,3415.40645136
"2006-01-06",5.2415665419,9.349037037,3212.69892451
"2006-01-07",5.0593576696,9.349037037,2887.33906791
"2006-01-08",4.8514433137,9.349037037,2545.94719219
"2006-01-09",4.7912508718,9.4358320988,3051.24756656
"2006-01-10",5.0013063112,9.5110544856,3095.61455769
"2006-01-11",4.8444654697,9.5110544856,2703.90595
"2006-01-12",4.6618700737,9.5762472209,2620.26515666
"2006-01-13",4.7802873972,9.6327475914,2402.61646911
"2006-01-14",4.7242490776,9.6327475914,2160.92093989
"2006-01-15",4.5776825339,9.6327475914,1906.97148124
"2006-01-16",4.4459915294,9.6817145792,2201.18861708
"2006-01-17",4.4255259921,9.7241526353,2305.44346813
"2006-01-18",4.4221225265,9.7609322839,2157.93100571
"2006-01-19",4.3504321156,9.7928079794,2314.98020495
"2006-01-20",4.3953745002,9.8204335822,2140.06284429
"2006-01-21",4.3902769478,9.8204335822,2011.05446505
"2006-01-22",4.2582400214,9.8204335822,1825.95386971
"2006-01-23",4.2404746852,9.8443757712,1713.17335375
"2006-01-24",4.2100780605,9.7317923351,1634.64357325
"2006-01-25",4.0770676524,9.6342200237,1901.49109682
"2006-01-26",4.0067919655,9.6342200237,1703.97228391
"2006-01-27",3.9012197034,9.5496573539,1788.38931272
"2006-01-28",3.8699459652,9.5496573539,1799.56407102
"2006-01-29",3.7872865031,9.5496573539,1639.35552822
"2006-01-30",3.7626483027,9.4763697067,1955.54812446
"2006-01-31",3.732428529,9.4128537458,1919.94170786
"2006-02-01",3.6677713918,9.3578065797,1900.24281348
"2006-02-02",3.638512984,9.3100990357,1757.43710502
"2006-02-03",3.6233779195,9.2687524976,1673.05882435
"2006-02-04",3.7055941969,9.2687524976,1565.27764777
"2006-02-05",3.5737371929,9.2687524976,1408.8139614
"2006-02-06",3.5472389005,9.099585498,1365.19876655
"2006-02-07",3.5033848249,8.9529740982,1531.26559767
"2006-02-08",3.5007112927,8.5592442185,1541.56351798
"2006-02-09",3.433949787,8.5592442185,1341.71504892
"2006-02-10",3.3494231487,8.218011656,1162.81970906
"2006-02-11",3.3428333955,8.218011656,1182.17708119
"2006-02-12",3.3482333873,8.218011656,1081.3268037
"2006-02-13",3.401802269,7.9222767685,1163.94989654
"2006-02-14",3.3798952998,7.6659731994,1377.94324367
"2006-02-15",3.338131482,7.4438434395,1459.08414451
"2006-02-16",3.4263806177,7.2513309809,1379.76625858
"2006-02-17",3.4273076465,7.0844868501,1344.90409077
"2006-02-18",3.4169999603,7.0844868501,1394.47687866
"2006-02-19",3.4391777434,7.0844868501,1219.01329484
"2006-02-20",3.5339540443,6.9398886034,1235.50485553
"2006-02-21",3.5347601717,6.814570123,1386.18420813
"2006-02-22",3.4756810377,6.7059607732,1823.34631371
"2006-02-23",3.4422568993,6.6118326701,1727.88680521
"2006-02-24",3.4074559794,6.5302549808,1727.76856452
"2006-02-25",3.4909062933,6.5302549808,1708.58608925
"2006-02-26",3.3544521208,6.5302549808,1589.22794402
"2006-02-27",3.3360807269,6.4595543167,1522.50421815
"2006-02-28",3.3401588522,6.3982804078,1409.57032239
"2006-03-01",3.3301376719,6.3451763534,1746.50761274
"2006-03-02",3.3346907443,6.432486173,1681.13326438
"2006-03-03",3.3400653117,6.3748213499,1681.12882913
"2006-03-04",3.3262788257,6.3748213499,1912.83165191
"2006-03-05",3.2317749823,6.3748213499,1665.80076499
"2006-03-06",3.3008716513,6.3248451699,1668.52066299
"2006-03-07",3.2567554311,6.2815324806,1571.99790792
"2006-03-08",3.2851880403,6.2439948165,1530.5315202
"2006-03-09",3.2924963016,6.078128841,1512.36731751
"2006-03-10",3.2801634614,5.9343783289,1446.34500851
"2006-03-11",3.2161416665,5.9343783289,1400.08567404
"2006-03-12",3.212656111,5.9343783289,1228.79425083
"2006-03-13",3.1709686295,5.8097945517,1203.92835072
"2006-03-14",3.1815061456,5.7018219448,1161.28457063
"2006-03-15",3.0573053262,5.7018219448,1006.49996121
"2006-03-16",2.949664616,5.6082456855,872.833299715
"2006-03-17",2.8763760006,5.5271462607,756.93552642
"2006-03-18",2.8428592005,5.5271462607,689.55745623
"2006-03-19",3.0238113071,5.5271462607,603.083128733
"2006-03-20",3.0873031328,5.4568600927,809.178711569
"2006-03-21",3.0489960484,5.3959454136,889.954883359
"2006-03-22",3.0057965753,5.3431526918,994.040898911
"2006-03-23",2.9383570319,5.2973989996,866.195445723
"2006-03-24",2.973242761,5.2577457996,947.369386294
"2006-03-25",2.9568103929,5.2577457996,960.613468121
"2006-03-26",3.0292356738,5.2577457996,845.051672372
"2006-03-27",3.1716709173,5.223379693,979.311449389
"2006-03-28",3.1087814617,5.1935957339,984.829922804
"2006-03-29",3.1142772668,5.1677829694,1004.85259976
"2006-03-30",3.0590402979,5.1454119068,871.058919795
"2006-03-31",3.0222793693,5.1260236526,1147.61106382
"2006-04-01",3.0593087867,5.1260236526,1192.34292198
"2006-04-02",3.1114009485,5.1260236526,1037.72386572
"2006-04-03",3.1453474887,5.2425538322,1355.41401695
"2006-04-04",3.1059678235,5.3435466546,1584.49214803
"2006-04-05",3.1273943359,5.297740434,1618.31986162
"2006-04-06",3.0670750912,5.297740434,1538.91721341
"2006-04-07",3.0731317457,5.3913750428,1849.67491829
"2006-04-08",3.0167141796,5.3913750428,1750.11826251
